directory,log_path,dataset,raw_config,canonical_config,seed,avg_acc1,task_count,expected_task_count,complete,eligible_method,source_priority,debug_priority,sha256,size_bytes,selected,exclusion_reason
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1993,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1993,60.42,10,10,True,True,2,1,2a42cd47d2efd4088248f8d0219733ecc34d78a97f3ab4ee1f1d69ee299c61ec,7108,False,lower_priority_equivalent_run
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1993,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1993,60.49,10,10,True,True,1,1,9c396a55334a424d636b1225ad31e37a0513c262388ac48654245381a4644318,7108,True,
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_s1993,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal,antB0.5_nceA1_antM0.5_antLocal,s1993,60.78,10,10,True,True,2,1,1ca82ea7cbb834842b09abf7c94c9ba537ab8047a866ae0c221f5adb06ae8896,7108,False,lower_priority_equivalent_run
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_s1994,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal,antB0.5_nceA1_antM0.5_antLocal,s1994,61.04,10,10,True,True,2,1,ca7961b4c707b6a0b9980604b271675c797fe4929f6a3c0499f1d88346cc636c,7108,False,lower_priority_equivalent_run
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_s1995,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antLocal_nceLocal_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antLocal_nceLocal,antB0.5_nceA1_antM0.5_antLocal,s1995,61.71,10,10,True,True,2,1,0fa919dbe813ef64ffc4cd65289ae2028ef87f11f37ff7f4e5eca5f71caae38d,7108,True,
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_s1993,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal,antB0.5_nceA1_antM0.5_antSymmetricFull,s1993,60.32,10,10,True,True,2,1,55bc5ffb6279f50a24233005785cfd60b8584525df3e6d595ca061acad83ff3a,7108,True,
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_s1994,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal,antB0.5_nceA1_antM0.5_antSymmetricFull,s1994,60.86,10,10,True,True,2,1,1050e1b8830113e13a0bc7c3ab7001b3641393d507c1e85ff7f222956b79b63c,7108,True,
debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_s1995,logs/debug_exp_tiny_imagenet_20-20_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal,antB0.5_nceA1_antM0.5_antSymmetricFull,s1995,61.48,10,10,True,True,2,1,b6d9a17d5d36bf67d6e23e19813496c22d3a2b9c12605b7e645960b434962f23,7108,True,
debug_exp_tiny_imagenet_20-20_antB0_nceA1_antGlobal_nceGlobal_s1993,logs/debug_exp_tiny_imagenet_20-20_antB0_nceA1_antGlobal_nceGlobal_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0_nceA1_antGlobal_nceGlobal,antB0_nceA1_baselineInfoNCE,s1993,60.25,10,10,True,True,1,1,3aecf8d684b2075574a31f09bd3d6e1e9a890a16f6455de15a1153b94c4e9b6b,7108,True,
debug_exp_tiny_imagenet_20-20_antB0_nceA1_antGlobal_nceGlobal_s1994,logs/debug_exp_tiny_imagenet_20-20_antB0_nceA1_antGlobal_nceGlobal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0_nceA1_antGlobal_nceGlobal,antB0_nceA1_baselineInfoNCE,s1994,60.74,10,10,True,True,1,1,fa413e7c1cf09531a2af82713d698204481dc854e0b124dcf534905bf6759782,10894,True,
debug_exp_tiny_imagenet_20-20_antB0_nceA1_antGlobal_nceGlobal_s1995,logs/debug_exp_tiny_imagenet_20-20_antB0_nceA1_antGlobal_nceGlobal_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0_nceA1_antGlobal_nceGlobal,antB0_nceA1_baselineInfoNCE,s1995,61.76,10,10,True,True,1,1,78b9d044481c822f5d8dc1ce9f68949afd33a67acea4703fe9bc94e0a0b077d9,10895,True,
debug_exp_tiny_imagenet_20-20_antB0_nceA1_antLocal_nceLocal_s1993,logs/debug_exp_tiny_imagenet_20-20_antB0_nceA1_antLocal_nceLocal_s1993/exp_gistlog.log,tiny_imagenet_20-20,antB0_nceA1_antLocal_nceLocal,antB0_nceA1_baselineInfoNCE,s1993,60.68,10,10,True,True,2,1,4f0127bb80f11e14d101da26c554817132f999700cf59f14afaa79d4e2619090,7108,False,lower_priority_equivalent_run
debug_exp_tiny_imagenet_20-20_antB0_nceA1_antLocal_nceLocal_s1994,logs/debug_exp_tiny_imagenet_20-20_antB0_nceA1_antLocal_nceLocal_s1994/exp_gistlog.log,tiny_imagenet_20-20,antB0_nceA1_antLocal_nceLocal,antB0_nceA1_baselineInfoNCE,s1994,61.03,10,10,True,True,2,1,9408ebecea536e7204d7815a25ac468c1ca93fa76a520c09329c931f62794c31,7108,False,lower_priority_equivalent_run
debug_exp_tiny_imagenet_20-20_antB0_nceA1_antLocal_nceLocal_s1995,logs/debug_exp_tiny_imagenet_20-20_antB0_nceA1_antLocal_nceLocal_s1995/exp_gistlog.log,tiny_imagenet_20-20,antB0_nceA1_antLocal_nceLocal,antB0_nceA1_baselineInfoNCE,s1995,61.83,10,10,True,True,2,1,d6473de77d7b4b7fb0c4d194df83355b1869558fdb2fde273cd235aef9edaefd,7108,False,lower_priority_equivalent_run
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1994,79.18,10,10,True,True,1,0,abda2649cc4fa4b93d2e9158d77a80bcdf26ef72f49f9950ed28b9b6fafae929,10887,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1995,79.22,10,10,True,True,1,0,1c282219b54536fe088b3a33e26a7cbd9f0d47afe71e75e03b191ba38930704f,10890,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1994,79.19,10,10,True,True,2,0,c606ffc6121369ac22f5ed1e47fa1d758b88e55aea44f7bcab630cefa724ecd9,10889,False,lower_priority_equivalent_run
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1995,79.2,10,10,True,True,2,0,e95e9a99e498acb31eda9a9f689c3af84489bedbdf767b2ca162a568e6bcb96c,10889,False,lower_priority_equivalent_run
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1994,78.96,10,10,True,True,1,0,17297a24acb96c2ee5c7489fa4c7f72a3e45a24b975824e1d2cbc1ace292731e,10891,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1995,78.81,10,10,True,True,1,0,c4d47c9a69d7f58a9c39c68fc2c902ceac9fa44ecde9f883e9c1bd5d14ae6d33,10892,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1993,78.99,10,10,True,True,2,0,75836a73b6ded2ed22cc23d58111464056ecb46f736ef28e3be3cc10e2336612,10887,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1994,79.0,10,10,True,True,2,0,6f271f2ac815b58a5358f633a96785268e40e0f2beb775002af2435340b3f0c4,10885,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1995,78.87,10,10,True,True,2,0,d3565289167c6c21378f1af3cd8b35f00fd1a2ffea2e97b6656f47b3b9f8abd7,10889,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1993,78.94,10,10,True,True,2,0,3060e06d6187c627a7321eeb7932040f99ad262f4288408c5d1c6e9c810bd107,10887,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1994,79.09,10,10,True,True,2,0,5d4c9bd4615fe4557f510af0372d950215acb9d4179d2cba8fbd99db6dc853b1,10890,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1995,78.91,10,10,True,True,2,0,09ba89b50b8afa7dad1d5f2f31d57a6257fbb952342fba720ab3284b97b8a759,10891,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1993,78.87,10,10,True,True,2,0,cb4e3bde86a4db31b2b5f662e3d6d1eeafe97ac9b50e32e997b3bf974e304d00,10888,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1994,79.04,10,10,True,True,2,0,0f60b5c3e7a5f97d7969daf3505e8c7bcf15a6bea19f88b0a3d0b63f3c0f29f3,10887,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antLocal_avgK5,s1995,78.97,10,10,True,True,2,0,a00b1cb7196e78e77d1c56ed2b881191af219f1493489a5f86ebd28a2ff345c5,10890,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1993,79.19,10,10,True,False,2,0,39de1f45de09a2e2ced579ad99964d2826269552415bda23acd9f4ec6b4fdfa9,10890,False,method_not_in_analysis
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1994,78.94,10,10,True,False,2,0,2d2af128db8fbc0e5545f6fc7d74f5a40018e2e0c075dacec1ef99e79ad8c79b,10889,False,method_not_in_analysis
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antLocal_sbsQ0.20S0.2,s1995,78.5,10,10,True,False,2,0,7d8c5192ce9256a02a6739b303019c1ce1242c5ded94705d6d328af883b509c1,10890,False,method_not_in_analysis
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1993,78.85,10,10,True,True,2,0,ed23cea540c3606c10c28bc857095e26cc02cb9922a362801a44f8a3f8f28f07,10890,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1994,78.92,10,10,True,True,2,0,a05cc16d52fb03a6be5c1431e7a041ec3023c46e20512ab66274db343145e0ef,10889,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK10,s1995,78.85,10,10,True,True,2,0,c986a0fc6c4e14cef2a1e0ddbc51caca3b19daf9ad43ae35e385bc0d1b6ee061,10891,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK3,s1993,78.95,10,10,True,True,2,0,630aaa43e3ea66e3ad3c948e1b38277ef737fbe9bccd14ffa23eb57471847667,10888,False,incomplete_cross_dataset_seed_coverage
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1993,79.07,10,10,True,True,2,0,bf79a809cd5ff72ce3c56857a484766fbb83cca5bcfa196c8f943daa0e99f6ba,10887,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1994,79.16,10,10,True,True,2,0,ca21df5a4e0eeba97207f3b926270eed5638735544ff5c5b42984779d436c29c,10888,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_avgK5,antB0.5_nceA1_antM0.5_antSymmetricFull_avgK5,s1995,78.98,10,10,True,True,2,0,d198da8fe758149a334bb4680c447ed3b11014ac3012c54471aac553e9104a73,10889,True,
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1993,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1993/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1993,78.86,10,10,True,False,2,0,065309e6567b09efd9edf0dcb95bf57fe97ef81a494a823f2c500dad64fbfd3f,10890,False,method_not_in_analysis
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1994,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1994/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1994,78.98,10,10,True,False,2,0,330022aa0f919cc95961e4094e841e84b7df8a8a9022648eae87e7e25f3311e0,10890,False,method_not_in_analysis
exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1995,logs/exp_cifar100_10-10_antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2_s1995/exp_gistlog.log,cifar100_10-10,antB0.5_nceA1_antM0.5_antSymmetricFull_nceLocal_sbsQ0.20S0.2,antB0.5_nceA1_antM0.5_antSymmetricFull_sbsQ0.20S0.2,s1995,78.29,10,10,True,False,2,0,933f78e3b675a3cd67e796116f4505ee3b3ca4f5715ecbc03bf9e7ab0a878fef,10892,False,method_not_in_analysis
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1994,76.1,6,6,True,True,1,0,e99421c856b8c7cc412d033d4ed517af54cbae4aa2f09282e59db252bcdcc524,5862,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceGlobal_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antGlobal_nceGlobal,antB0.5_nceA1_antM0.5_antGlobal,s1995,77.28,6,6,True,True,1,0,ad8cb963542136cbf9e6718954b69075c06b9e84bdefcb31d689c1fdeeceb61c,5866,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1993,77.04,6,6,True,True,2,0,82e00f9b3a61dfba84306a9a74d0e1a7a9ec2a99e9ef8e420dc72c3665609bb5,5861,False,lower_priority_equivalent_run
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1994,77.22,6,6,True,True,2,0,baa51596b801242ddb1bf4c608eedb2b98aa56541b9158c864cb66cfb1712ac4,5863,False,lower_priority_equivalent_run
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antGlobal_nceLocal_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antGlobal_nceLocal,antB0.5_nceA1_antM0.5_antGlobal,s1995,76.99,6,6,True,True,2,0,312ae9a0b359e6ba65dfd437be1127a924a563d5226c8372d478324b439e5243,5864,False,lower_priority_equivalent_run
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1994,77.43,6,6,True,True,1,0,03b2efdfc85e5e3196eda730deb218b127640a9f4a31eed3d861418cc9d40703,5864,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceGlobal_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceGlobal,antB0.5_nceA1_antM0.5_antLocal,s1995,77.17,6,6,True,True,1,0,0c083409fa86f764006f8ad46869d3bc6f4cb76be960c6ec36eab5ff976f3dd5,5863,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1993,77.25,6,6,True,True,2,0,8ecfaa5dde787fb510fe1b4db4893c6c02b20ed4e31d0bd0fbef58ce40fd8fab,5862,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1994,77.25,6,6,True,True,2,0,15a75b7455581465e85c3935a8451b1112fd083fee1d1a7d0f31ed2ba4f67053,5864,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10_s1995/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK10,antB0.5_nceA1_antM0.5_antLocal_avgK10,s1995,77.19,6,6,True,True,2,0,23e8a21d892d415b5a72d047db1860584564b4f4102f9fc45d5b90a419ac46e0,5863,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1993/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1993,77.15,6,6,True,True,2,0,4e463fd1a5c006ccac299121a8d9ac35e012747a862fb9779e2a86fc2492e433,5860,True,
exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994,logs/exp_cifar100_50-10_antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3_s1994/exp_gistlog.log,cifar100_50-10,antB0.5_nceA1_antM0.5_antLocal_nceLocal_avgK3,antB0.5_nceA1_antM0.5_antLocal_avgK3,s1994,76.02,6,6,True,True,2,0,620a9ea46ab1fdd9840c0e28b1199dc49fd01063e03e5442e0848fcf1534aa79,5863,True,
