task,epoch,loss_type,pos_mean,neg_mean,gap,violation_pct,ant_loss,nll,ant_loss_w,total,batches,run_idx
1,42,contrast,0.6520872204472843,0.054504472843450474,0.5975827476038338,0.5,38.854984025559105,2.1538575079872206,1.4410955271565495,3.594955271565495,313,41
1,43,contrast,0.6495623003194888,0.04934664536741214,0.600217571884984,0.5,39.14894568690096,2.1440929712460064,1.4412632587859426,3.5853533546325878,313,42
1,44,contrast,0.6552575079872204,0.04655910543130991,0.6086952076677317,0.5,38.49485623003195,2.111832907348243,1.4405246006389778,3.5523597444089456,313,43
1,45,contrast,0.6503367412140575,0.04781725239616613,0.6025185303514378,0.5,39.477667731629396,2.140214376996805,1.441785303514377,3.5820012779552717,313,44
1,46,contrast,0.6492891373801917,0.03423897763578274,0.6150450479233226,0.5,38.944632587859424,2.095841533546326,1.441120447284345,3.5369610223642174,313,45
1,47,contrast,0.6532948881789138,0.04595591054313099,0.6073361022364218,0.5,38.618274760383386,2.126738977635783,1.4408325878594248,3.567571565495207,313,46
1,48,contrast,0.6508143769968051,0.03472364217252396,0.6160891373801918,0.5,38.496453674121405,2.081603833865815,1.4405376996805113,3.5221364217252393,313,47
1,49,contrast,0.6500718849840256,0.03795878594249201,0.6121130990415335,0.5,39.11405750798722,2.097411182108626,1.4413514376996803,3.5387651757188494,313,48
1,50,contrast,0.6504370607028754,0.0439888178913738,0.6064498402555911,0.5,39.55591054313099,2.109583706070288,1.4417220447284345,3.55130607028754,313,49
1,51,contrast,0.6536127795527157,0.04067955271565495,0.6129376996805111,0.5,38.35523961661342,2.0865357827476037,1.4402492012779553,3.5267846645367418,313,50
1,52,contrast,0.6456594249201277,0.02271565495207668,0.6229447284345048,0.5,37.71600638977636,2.075827476038339,1.43974089456869,3.515571565495208,313,51
1,53,contrast,0.6522760383386581,0.038320127795527154,0.6139575079872205,0.5,38.69888178913738,2.0857677316293928,1.4404591054313098,3.5262274760383385,313,52
1,54,contrast,0.6546654952076677,0.026929392971246007,0.6277341853035143,0.5,38.044856230031954,2.0570980830670926,1.440058785942492,3.4971562300319485,313,53
1,55,contrast,0.6462913738019169,0.03387507987220447,0.6124210862619809,0.5,38.93102236421725,2.0991012779552713,1.441343450479233,3.540440575079872,313,54
1,56,contrast,0.6566581469648562,0.03310670926517571,0.6235431309904154,0.5,39.03511182108626,2.0523760383386582,1.441015015974441,3.4933900958466455,313,55
1,57,contrast,0.65349392971246,0.018402875399361023,0.635088178913738,0.5,38.16389776357827,2.0207268370607028,1.4398217252396166,3.460549840255591,313,56
1,58,contrast,0.6468626198083067,0.018519808306709264,0.6283450479233227,0.5,37.792108626198086,2.057665495207668,1.4395226837060704,3.497194888178914,313,57
1,59,contrast,0.6475415335463258,0.021310543130990418,0.6262325878594249,0.5,38.1355910543131,2.0462012779552716,1.4399680511182107,3.486168690095847,313,58
1,60,contrast,0.6579198083067093,0.018156230031948883,0.6397632587859425,0.5,38.39405750798722,1.994220127795527,1.4404549520766772,3.4346769968051123,313,59
1,61,contrast,0.671123642172524,-0.027042811501597444,0.6981674121405751,0.5,37.24699680511182,1.747417571884984,1.4387140575079873,3.186126198083067,313,60
1,62,contrast,0.6911476038338659,-0.03771597444089457,0.7288613418530352,0.5,36.86514376996806,1.6226166134185305,1.4381843450479233,3.060802555910543,313,61
1,63,contrast,0.7000632587859424,-0.040482747603833864,0.7405402555910543,0.5,36.60610223642172,1.5772936102236421,1.4377003194888178,3.01499392971246,313,62
1,64,contrast,0.7055281150159745,-0.0440517571884984,0.7495801916932907,0.5,36.84185303514377,1.5263246006389777,1.4379900958466454,2.9643166134185304,313,63
1,65,contrast,0.702496805111821,-0.043099680511182105,0.7455993610223642,0.5,37.555335463258785,1.53429392971246,1.438767731629393,2.9730629392971246,313,64
1,66,contrast,0.7128370607028753,-0.04596773162939297,0.7588054313099042,0.5,37.2741214057508,1.4842776357827476,1.438611501597444,2.9228958466453676,313,65
1,67,contrast,0.7114929712460064,-0.045275399361022366,0.7567690095846645,0.5,37.34923322683706,1.4937801916932907,1.4385392971246005,2.9323159744408946,313,66
1,68,contrast,0.7166121405750798,-0.04574408945686901,0.7623546325878594,0.5,37.51083067092652,1.4707862619808307,1.4387722044728433,2.909560702875399,313,67
1,69,contrast,0.7187246006389777,-0.04602651757188499,0.76475303514377,0.5,37.307060702875404,1.4471479233226836,1.4384309904153354,2.8855776357827474,313,68
1,70,contrast,0.7284725239616613,-0.04717348242811502,0.7756466453674121,0.5,37.48348242811502,1.4134939297124602,1.438832587859425,2.8523255591054313,313,69
1,71,contrast,0.7214354632587859,-0.04586038338658147,0.7672952076677316,0.5,37.03718849840256,1.454114696485623,1.4380830670926519,2.892195846645367,313,70
1,72,contrast,0.7264115015974442,-0.04673099041533546,0.7731428115015974,0.5,37.234057507987224,1.4223875399361021,1.4384303514376997,2.86081821086262,313,71
1,73,contrast,0.7281191693290735,-0.04735303514376997,0.7754728434504793,0.5,36.853897763578274,1.426305750798722,1.4384744408945687,2.864779552715655,313,72
1,74,contrast,0.7323223642172524,-0.04671469648562301,0.7790341853035144,0.5,37.61428115015975,1.3875984025559107,1.4388948881789136,2.826493610223642,313,73
1,75,contrast,0.7280447284345047,-0.04733929712460064,0.7753798722044729,0.5,37.15370607028754,1.4111444089456868,1.4382779552715654,2.849423642172524,313,74
1,76,contrast,0.7361955271565496,-0.047447603833865815,0.7836511182108626,0.5,37.36233226837061,1.3775702875399363,1.4386220447284346,2.816188498402556,313,75
1,77,contrast,0.7310255591054313,-0.047931309904153355,0.7789623003194889,0.5,36.75479233226837,1.3965948881789139,1.4379303514376998,2.8345265175718852,313,76
1,78,contrast,0.7395329073482428,-0.04766741214057508,0.7872015974440895,0.5,37.55680511182109,1.3612958466453675,1.438800319488818,2.8000948881789136,313,77
1,79,contrast,0.7331814696485623,-0.04732204472843451,0.7805025559105432,0.5,37.055718849840254,1.3942306709265175,1.4384044728434504,2.8326370607028757,313,78
1,80,contrast,0.7337600638977636,-0.04773578274760384,0.7814961661341853,0.5,37.29325878594249,1.384256230031949,1.438453354632588,2.8227067092651756,313,79
1,81,contrast,0.7347632587859425,-0.047792012779552716,0.782555591054313,0.5,37.75623003194888,1.3724185303514378,1.4387894568690096,2.811206709265176,313,80
1,82,contrast,0.7393801916932907,-0.0464332268370607,0.7858143769968051,0.5,37.652492012779554,1.3731757188498401,1.4391833865814696,2.812361980830671,313,81
1,83,contrast,0.7405725239616614,-0.047887859424920125,0.7884597444089457,0.5,37.23904153354633,1.3588198083067093,1.4386661341853035,2.7974932907348244,313,82
1,84,contrast,0.7439533546325879,-0.047822364217252396,0.7917776357827476,0.5,37.42722044728434,1.3409431309904152,1.438873801916933,2.779817571884984,313,83
1,85,contrast,0.7420488817891374,-0.04775846645367412,0.7898054313099042,0.5,37.56728434504792,1.3524274760383386,1.439197763578275,2.7916252396166135,313,84
1,86,contrast,0.7408022364217253,-0.04610798722044728,0.7869175718849841,0.5,37.24060702875399,1.3617645367412141,1.4382073482428115,2.799964856230032,313,85
1,87,contrast,0.7475990415335464,-0.049121086261980834,0.796717571884984,0.5,37.300191693290735,1.3249380191693292,1.438653354632588,2.7635936102236425,313,86
1,88,contrast,0.7409769968051119,-0.046652076677316294,0.7876281150159745,0.5,37.78984025559105,1.3543041533546325,1.4393888178913739,2.7936932907348244,313,87
1,89,contrast,0.741926517571885,-0.04698658146964856,0.7889156549520767,0.5,37.707284345047924,1.3422255591054313,1.4388968051118212,2.781121086261981,313,88
1,90,contrast,0.7443015974440894,-0.0474629392971246,0.7917632587859424,0.5,37.263738019169324,1.335326517571885,1.4384539936102236,2.773779552715655,313,89
1,91,contrast,0.7435833865814697,-0.04723418530351438,0.7908156549520766,0.5,37.162779552715655,1.3388297124600639,1.438276677316294,2.77710607028754,313,90
1,92,contrast,0.7439891373801917,-0.04746038338658147,0.7914498402555911,0.5,37.772364217252395,1.33654696485623,1.4390769968051118,2.775623322683706,313,91
1,93,contrast,0.7359974440894569,-0.045454313099041535,0.7814552715654952,0.5,37.84485623003195,1.3695134185303515,1.4392386581469647,2.8087511182108624,313,92
1,94,contrast,0.7466188498402556,-0.04629392971246007,0.7929124600638978,0.5,37.44230031948882,1.332123642172524,1.4386750798722043,2.7707964856230034,313,93
1,95,contrast,0.7533156549520766,-0.0475185303514377,0.8008319488817892,0.5,37.391341853035144,1.3037952076677315,1.4384223642172524,2.742220127795527,313,94
1,96,contrast,0.7557210862619808,-0.04803194888178914,0.8037546325878594,0.5,37.69073482428115,1.2773035143769969,1.438861661341853,2.716164856230032,313,95
1,97,contrast,0.7488651757188498,-0.046861980830670925,0.7957300319488818,0.5,38.06523961661342,1.3046699680511182,1.4393492012779552,2.7440223642172525,313,96
1,98,contrast,0.756229392971246,-0.04826070287539937,0.8044920127795527,0.5,37.940575079872204,1.2806111821086261,1.4391479233226838,2.7197632587859424,313,97
1,99,contrast,0.7541297124600639,-0.04681597444089457,0.8009466453674121,0.5,37.646741214057506,1.2856507987220447,1.4390277955271567,2.724676677316294,313,98
1,100,contrast,0.7567980830670927,-0.0468482428115016,0.8036434504792332,0.5,38.70079872204473,1.263949520766773,1.440252715654952,2.7042044728434504,313,99
1,101,contrast,0.7534332268370607,-0.04639968051118211,0.7998325878594249,0.5,38.032843450479234,1.2867079872204472,1.4393702875399361,2.726079233226837,313,100
1,102,contrast,0.7520961661341853,-0.04629233226837061,0.7983872204472843,0.5,38.28047923322684,1.288852715654952,1.4396910543130992,2.7285364217252392,313,101
1,103,contrast,0.7499447284345048,-0.04656134185303515,0.796505750798722,0.5,38.45201277955272,1.293726837060703,1.4399015974440896,2.7336274760383388,313,102
1,104,contrast,0.752705750798722,-0.04594313099041534,0.798647284345048,0.5,38.26926517571885,1.28384089456869,1.439476038338658,2.7233204472843453,313,103
1,105,contrast,0.7567258785942492,-0.04683738019169329,0.8035677316293929,0.5,38.39396166134185,1.2644539936102235,1.439708306709265,2.7041626198083066,313,104
1,106,contrast,0.7538546325878595,-0.04796198083067093,0.8018153354632588,0.5,38.267635782747604,1.2829693290734823,1.4394188498402556,2.7223833865814697,313,105
1,107,contrast,0.7520958466453674,-0.047453035143769966,0.7995504792332269,0.5,38.11169329073482,1.2827952076677316,1.4393846645367412,2.7221789137380195,313,106
1,108,contrast,0.7535303514376996,-0.04773226837060703,0.8012654952076678,0.5,38.27891373801917,1.2763495207667732,1.4394603833865816,2.7158076677316294,313,107
1,109,contrast,0.7541607028753994,-0.047676996805111824,0.8018415335463259,0.5,38.31594249201278,1.2715249201277956,1.439120447284345,2.710644089456869,313,108
1,110,contrast,0.7518833865814696,-0.046200319488817886,0.798085623003195,0.5,39.00597444089457,1.2739230031948883,1.4400869009584665,2.714011182108626,313,109
1,111,contrast,0.758517571884984,-0.047640255591054316,0.8061610223642172,0.5,38.20354632587859,1.2555559105431309,1.439158466453674,2.694720766773163,313,110
1,112,contrast,0.758920447284345,-0.04696900958466454,0.8058888178913738,0.5,38.35961661341853,1.2557191693290735,1.4394437699680511,2.6951613418530354,313,111
1,113,contrast,0.7592817891373802,-0.04735750798722045,0.8066396166134185,0.5,38.0079233226837,1.2545313099041533,1.4390626198083067,2.693593290734824,313,112
1,114,contrast,0.761408945686901,-0.04823514376996805,0.8096460063897764,0.5,37.93230031948882,1.2341306709265176,1.4389460063897763,2.6730744408945686,313,113
1,115,contrast,0.7592099041533547,-0.04714408945686901,0.8063492012779553,0.5,38.33127795527157,1.2557811501597445,1.4395345047923322,2.695314376996805,313,114
1,116,contrast,0.763829392971246,-0.04773003194888179,0.8115581469648562,0.5,38.50303514376997,1.2334753993610224,1.4401258785942492,2.6736015974440894,313,115
1,117,contrast,0.7579932907348244,-0.047326198083067095,0.8053172523961661,0.5,37.77063897763578,1.2621252396166134,1.4387904153354634,2.700917252396166,313,116
1,118,contrast,0.7552645367412141,-0.04721246006389776,0.8024798722044728,0.5,38.18261980830671,1.2626198083067093,1.4396789137380193,2.7023019169329077,313,117
1,119,contrast,0.7523945686900959,-0.04563674121405751,0.7980303514376997,0.5,38.39594249201278,1.277429073482428,1.439550159744409,2.716978913738019,313,118
1,120,contrast,0.7608785942492012,-0.0476258785942492,0.8085,0.5,38.42482428115016,1.2462019169329073,1.439819808306709,2.6860134185303517,313,119
1,121,contrast,0.772126517571885,-0.05159776357827475,0.8237287539936101,0.5,38.505431309904154,1.1814376996805112,1.4396753993610223,2.621115015974441,313,120
1,122,contrast,0.7805913738019169,-0.05314089456869009,0.8337287539936103,0.5,38.720159744408946,1.1373977635782746,1.4398386581469649,2.5772341853035146,313,121
1,123,contrast,0.7859872204472844,-0.05272140575079872,0.8387089456869009,0.5,38.43092651757188,1.1178185303514379,1.4397140575079872,2.557532268370607,313,122
1,124,contrast,0.7819479233226837,-0.05292907348242812,0.8348792332268371,0.5,38.35696485623003,1.1327428115015974,1.43909392971246,2.571832907348243,313,123
1,125,contrast,0.7863862619808307,-0.05284281150159744,0.839229712460064,0.5,39.16670926517572,1.1087159744408945,1.440294249201278,2.5490108626198085,313,124
1,126,contrast,0.7886523961661341,-0.053650479233226835,0.8423019169329072,0.5,38.825015974440895,1.0982904153354633,1.4398035143769967,2.538093290734824,313,125
1,127,contrast,0.7951255591054314,-0.05354025559105431,0.8486674121405751,0.5,39.41782747603834,1.070670607028754,1.4403092651757188,2.5109782747603835,313,126
1,128,contrast,0.7933923322683706,-0.053510543130990414,0.8468990415335464,0.5,39.44226837060703,1.0730169329073482,1.4406952076677315,2.5137140575079875,313,127
1,129,contrast,0.7954341853035144,-0.05408019169329073,0.8495185303514377,0.5,38.89664536741214,1.0746814696485623,1.4399878594249202,2.5146658146964858,313,128
1,130,contrast,0.7932543130990415,-0.05364153354632588,0.8468990415335464,0.5,39.015559105431315,1.082711821086262,1.4401038338658148,2.5228162939297123,313,129
1,131,contrast,0.7931932907348243,-0.05301086261980831,0.8462,0.5,39.094313099041536,1.081305750798722,1.4404255591054314,2.5217364217252394,313,130
1,132,contrast,0.7950230031948882,-0.05394057507987221,0.8489587859424921,0.5,38.789105431309906,1.0661520766773163,1.4397626198083067,2.505917891373802,313,131
1,133,contrast,0.7955722044728435,-0.05422396166134186,0.8497987220447285,0.5,39.17022364217252,1.0696,1.4404875399361021,2.510088817891374,313,132
1,134,contrast,0.7962357827476039,-0.053830670926517575,0.8500683706070287,0.5,38.37974440894569,1.0750306709265176,1.4395303514376996,2.514563258785943,313,133
1,135,contrast,0.7968287539936102,-0.053781789137380194,0.8506086261980831,0.5,39.29517571884984,1.0658575079872206,1.4403664536741214,2.5062265175718847,313,134
1,136,contrast,0.8033859424920128,-0.05465846645367412,0.8580418530351437,0.5,39.42188498402556,1.0359341853035144,1.440679552715655,2.4766105431309904,313,135
1,137,contrast,0.79764696485623,-0.05391916932907348,0.8515690095846644,0.5,39.297827476038336,1.0632562300319488,1.4406750798722046,2.503929073482428,313,136
1,138,contrast,0.7954926517571885,-0.05435303514376997,0.8498495207667732,0.5,38.902939297124604,1.0649412140575079,1.439952715654952,2.5048958466453675,313,137
1,139,contrast,0.7944916932907349,-0.05380702875399361,0.8482984025559106,0.5,38.960511182108625,1.080291693290735,1.4402961661341853,2.5205894568690095,313,138
1,140,contrast,0.7985993610223643,-0.05411277955271566,0.8527124600638978,0.5,38.93070287539936,1.0591728434504792,1.4400578274760383,2.499229392971246,313,139
1,141,contrast,0.8010936102236422,-0.05404952076677316,0.855141214057508,0.5,39.076932907348244,1.0467875399361022,1.440399680511182,2.487185303514377,313,140
1,142,contrast,0.8012993610223642,-0.05389968051118211,0.8551961661341853,0.5,39.01565495207667,1.0471166134185304,1.4399204472843452,2.487037060702875,313,141
1,143,contrast,0.8036626198083068,-0.05432204472843451,0.8579872204472844,0.5,39.14207667731629,1.035346645367412,1.4403424920127796,2.4756891373801917,313,142
1,144,contrast,0.8041217252396167,-0.05363993610223643,0.857761661341853,0.5,38.96594249201278,1.033488178913738,1.4398699680511182,2.4733610223642173,313,143
1,145,contrast,0.7985258785942492,-0.05408945686900958,0.8526140575079872,0.5,39.459488817891376,1.0461575079872203,1.4406923322683705,2.4868431309904153,313,144
1,146,contrast,0.8014271565495208,-0.053827795527156545,0.8552594249201277,0.5,38.710511182108625,1.0496955271565496,1.4401153354632588,2.489814696485623,313,145
1,147,contrast,0.8039549520766773,-0.05493738019169329,0.8588929712460064,0.5,38.74223642172524,1.0285865814696487,1.4396434504792333,2.468232268370607,313,146
1,148,contrast,0.8012865814696485,-0.05430479233226837,0.8555958466453674,0.5,39.32939297124601,1.0356428115015974,1.4402006389776358,2.475843130990415,313,147
1,149,contrast,0.8047875399361023,-0.054253674121405755,0.85904089456869,0.5,39.17246006389776,1.0321239616613418,1.4402,2.4723242811501596,313,148
1,150,contrast,0.8031047923322684,-0.054121725239616614,0.8572290734824282,0.5,38.8405750798722,1.0387105431309904,1.4400076677316294,2.4787140575079873,313,149
1,151,contrast,0.8002127795527156,-0.053229392971246,0.853438658146965,0.5,39.18274760383387,1.0467456869009584,1.4399955271565494,2.486738658146965,313,150
1,152,contrast,0.7990252396166134,-0.05362939297124601,0.8526559105431311,0.5,39.69003194888179,1.0480811501597445,1.4411670926517572,2.4892507987220447,313,151
1,153,contrast,0.8031127795527156,-0.05420223642172524,0.857317891373802,0.5,38.97878594249202,1.033685623003195,1.4398463258785943,2.473531948881789,313,152
1,154,contrast,0.800829392971246,-0.0538702875399361,0.8546961661341853,0.5,39.367603833865815,1.0447185303514377,1.4405980830670926,2.4853162939297126,313,153
1,155,contrast,0.8015226837060703,-0.05379680511182108,0.8553268370607029,0.5,39.73290734824281,1.0355252396166135,1.4410022364217252,2.476523961661342,313,154
1,156,contrast,0.8058670926517572,-0.054344728434504795,0.8602166134185303,0.5,39.28067092651757,1.0213753993610224,1.4401124600638977,2.461490734824281,313,155
1,157,contrast,0.8091722044728434,-0.055116932907348246,0.8642894568690096,0.5,39.27498402555911,1.0046492012779553,1.4402939297124602,2.4449424920127796,313,156
1,158,contrast,0.801141214057508,-0.05373418530351438,0.8548683706070288,0.5,39.58073482428115,1.039650159744409,1.4408274760383386,2.4804753993610222,313,157
1,159,contrast,0.8114444089456869,-0.05345271565495207,0.864894249201278,0.5,39.05693290734824,1.0055913738019169,1.440111182108626,2.445701916932907,313,158
1,160,contrast,0.8072977635782748,-0.054095527156549514,0.8613923322683705,0.5,39.45076677316294,1.0128539936102237,1.4405210862619808,2.4533814696485625,313,159
1,161,contrast,0.81,-0.054900638977635786,0.8649022364217253,0.5,39.24345047923323,1.007838658146965,1.4404581469648563,2.448296166134185,313,160
1,162,contrast,0.8083364217252396,-0.055022044728434506,0.8633597444089457,0.5,39.35226837060703,1.0020629392971245,1.4406715654952078,2.4427329073482427,313,161
1,163,contrast,0.8038760383386582,-0.053823003194888176,0.8577028753993611,0.5,39.68939297124601,1.0248440894568691,1.4405431309904153,2.465386581469649,313,162
1,164,contrast,0.8040948881789137,-0.05422779552715654,0.8583242811501598,0.5,39.54156549520767,1.0194753993610224,1.4406817891373802,2.460161661341853,313,163
1,165,contrast,0.8093012779552715,-0.054067731629392976,0.863370287539936,0.5,39.52747603833866,1.0051741214057508,1.4405888178913737,2.4457623003194886,313,164
1,166,contrast,0.8030121405750799,-0.054240575079872205,0.8572549520766773,0.5,39.75984025559105,1.0231939297124601,1.4407015974440893,2.463903514376997,313,165
1,167,contrast,0.800320766773163,-0.05336166134185304,0.8536801916932908,0.5,39.17527156549521,1.0399955271565495,1.440347284345048,2.480343450479233,313,166
1,168,contrast,0.806088178913738,-0.05355303514376997,0.859641214057508,0.5,39.5229392971246,1.0165012779552716,1.440232268370607,2.4567370607028756,313,167
1,169,contrast,0.8034591054313099,-0.05394025559105431,0.8573977635782748,0.5,39.71373801916933,1.0226214057507987,1.4408488817891374,2.4634712460063897,313,168
1,170,contrast,0.8084664536741214,-0.05421182108626198,0.8626769968051118,0.5,39.608626198083066,1.0084102236421726,1.4409188498402556,2.4493255591054313,313,169
1,171,contrast,0.8083402555910544,-0.054326837060702876,0.8626677316293929,0.5,39.66482428115016,1.0006130990415334,1.4405265175718849,2.4411421725239615,313,170
1,172,contrast,0.8052220447284345,-0.0546926517571885,0.8599159744408946,0.5,39.690798722044725,1.0142351437699682,1.4406581469648563,2.4548916932907345,313,171
1,173,contrast,0.8152456869009584,-0.05489840255591054,0.8701405750798722,0.5,39.71469648562301,0.9732485623003195,1.440761022364217,2.4140121405750796,313,172
1,174,contrast,0.813188178913738,-0.05482651757188498,0.8680150159744409,0.5,39.75667731629393,0.9812619808306708,1.4410022364217252,2.422264856230032,313,173
1,175,contrast,0.811064856230032,-0.05470223642172524,0.8657626198083067,0.5,39.500351437699685,0.9848763578274761,1.439979552715655,2.424855591054313,313,174
1,176,contrast,0.8110099041533546,-0.054507987220447286,0.8655130990415335,0.5,39.38546325878594,0.9935153354632588,1.440629073482428,2.43414696485623,313,175
1,177,contrast,0.8090667731629393,-0.05402076677316294,0.8630840255591055,0.5,39.47246006389776,1.0026012779552718,1.4405169329073482,2.443117571884984,313,176
1,178,contrast,0.8127926517571885,-0.054891373801916936,0.8676856230031949,0.5,39.03076677316294,0.9851319488817891,1.4397367412140576,2.424870287539936,313,177
